,Nom,Né le,Département de naissance,Département de mort,nombre de mandat,age en année,premier dpt,élection locale
12159,"Auguste, René, Elie de Saint-Légier",20 octobre 1782,Charente-Inférieure,Charente-Maritime,2.0,41.347022587268995, Charente-Inférieure,True
12160,"Pierre, François, Hubert Normand",12 octobre 1782,Paris,Inconnu,2.0,69.21834360027378, Eure-et-Loir,False
12161,"François, Xavier, Emile Barrel de Pontevès",10 octobre 1782,Var,Inconnu,2.0,51.449691991786445, Var,True
12162,"Claude, René Bacot de Romand",9 octobre 1782,Seine,Inconnu,3.0,32.94455852156057, Indre-et-Loire,False
12163,"Adrien, Gustave, Thibaut Sanlot-Baguenault",9 octobre 1782,Seine,Paris,1.0,41.45653661875428, Seine,True
12164,"Joseph, Marie, Frédéric Nicod",1er octobre 1782,Jura,Paris,3.0,49.40999315537303, Gironde,False
12165,"Joseph, Jules de Foucauld",19 septembre 1782,Corrèze,Moselle,1.0,32.91991786447639, Corrèze,True
12166,Raymond Duprat,17 septembre 1782,Inconnu,Inconnu,6.0,48.63244353182751, Tarn-et-Garonne,False
12167,"Jean-Baptiste, Marie Chaptal",15 septembre 1782,Hérault,Lieu,1.0,32.884325804243666, Seine,False
12168,"César, Auguste, Alexandre, Joachim Niay",12 septembre 1782,Aisne,Aisne,1.0,48.40520191649555, Aisne,True
12169,Jacques Miron de l'Espinay,26 août 1782,Loiret,Paris,1.0,41.76865160848734, Loiret,True
12170,"Louis, Antoine, François de Marchangy",25 août 1782,Nièvre,Paris,2.0,40.64065708418891, Nord,False
12171,"François, Charles, Louis Comte",25 août 1782,Lozère,Paris,2.0,48.695414099931554, Sarthe,False
12172,"Pierre, Sébastien, Barthélemy Thouvenel",24 août 1782,Vosges,Cher,2.0,45.24845995893224, Meurthe,False
12173,"Antoine, Nicolas, Sigisbert Richard d'Aboncourt",24 août 1782,Vosges,Vosges,1.0,41.503080082135526, Vosges,True
12174,"Marie, François, Barthélemy Verdillon",19 août 1782,Inconnu,Inconnu,1.0,47.841204654346335, Bouches-du-Rhône,False
12175,Joseph Démonts,19 août 1782,Haute-Vienne,Paris,3.0,51.73169062286105, Seine,False
12176,"Etienne, Charles, Auguste Brosse",16 août 1782,Paris,Inconnu,1.0,48.720054757015745, Saône-et-Loire,False
12177,"Pierre, Félix, Alexandre Gallimard-Carreau",7 août 1782,Aube,Aube,1.0,48.82683093771389, Aube,True
12178,"Ignace, Alexandre Colonna d'Istria",30 juillet 1782,Haute-Corse,Inconnu,1.0,47.969883641341546, Corse,False
12179,"Guillaume, Louis, Joseph Séguy",25 juillet 1782,Haute-Garonne,Inconnu,2.0,45.3305954825462, Lot,False
12180,"Ganderique, Pierre, Joseph Boixo",6 juillet 1782,Pyrénées-Orientales,Paris,2.0,48.91170431211499, Pyrénées-Orientales,True
12181,"Adrien, Gabriel, Victurnien de Rougé",2 juillet 1782,Paris,Inconnu,2.0,33.53319644079398, Somme,False
12182,"Charles, François, Joseph de Fournas-Moussoulens",30 juin 1782,Aude,Aude,2.0,41.92470910335387, Aude,True
12183,Félicité Robert de Lamennais,19 juin 1782,Paris,Inconnu,2.0,65.8425735797399, Seine,False
12184,"Guillaume, François, Antoine Thouret",16 juin 1782,Seine-Inférieure,Paris,1.0,48.8870636550308, Calvados,False
12185,"Hippolyte, Joseph, Louis Olivier de Gérente",11 juin 1782,Vaucluse,Paris,3.0,54.42573579739904, Vaucluse,True
12186,"Amable, Guillaume, Prosper Brugière de Barante",10 juin 1782,Inconnu,Inconnu,1.0,32.87337440109514, Puy-de-Dôme,False
12187,Jean de Lacroix-Laval,18 mai 1782,Rhône,Inconnu,1.0,45.516769336071185, Rhône,True
12188,"Ferdinand, Anne, Louis Bertier de Sauvigny",13 mai 1782,Seine,Yvelines,2.0,33.27310061601643, Seine-et-Oise,False
12189,Philippe Higonet,5 mai 1782,Cantal,Cantal,2.0,45.53319644079398, Cantal,True
12190,"François, Marie, Jean-Baptiste Sernin",28 avril 1782,Aude,Aude,1.0,45.5523613963039, Aude,True
12191,"Marie, Louis, Alexandre, Blin de Bourdon",27 avril 1782,Somme,Paris,12.0,33.31690622861054, Somme,True
12192,Augustin Crignon de Montigny,24 avril 1782,Loiret,Inconnu,5.0,45.582477754962355, Loiret,True
12193,"Louis, Nicolas Martin",17 avril 1782,Seine-Inférieure,Seine-Maritime,2.0,46.02327173169062, Seine-Inférieure,True
12194,"Louis, Philippe de Gaujal-Saint-Maur",15 avril 1782,Aveyron,Aveyron,3.0,59.403148528405204, Aveyron,True
12195,"Louis, Honoré, Félix Le Peletier d'Aunay",10 avril 1782,Seine,Paris,9.0,45.1170431211499, Seine-et-Oise,False
12196,"Jean, Paul, Cyrus Colomb",8 avril 1782,Hautes-Alpes,Hautes-Alpes,6.0,33.045859000684466, Hautes-Alpes,True
12197,"Henri, Louis, Charles Bouteiller de Châteaufort",25 mars 1782,Sarthe,Sarthe,2.0,45.64544832306639, Sarthe,True
12198,"Jean, Joseph, Amable Domezon",14 mars 1782,Haute-Garonne,Haute-Garonne,2.0,45.67556468172484, Gers,False
12199,"Paul, Marie Rapatel",13 mars 1782,Paris,Inconnu,1.0,67.16495550992471, Seine,False
12200,"Jacques, Paul, Christophe Viguier",9 mars 1782,Haute-Garonne,Cher,1.0,66.68856947296372, Cher,False
12201,François Roul,5 mars 1782,Loire-Inférieure,Gironde,6.0,48.68720054757016, Gironde,False
12202,"Jacques, François, Victor Grillet",13 février 1782,Doubs,Doubs,1.0,48.70088980150582, Doubs,True
12203,"Augustin, Jean, Marie de Schonen",12 février 1782,Paris,Inconnu,4.0,44.955509924709105, Seine,False
12204,"Auguste, François, Jean Finot",9 février 1782,Yonne,Yonne,1.0,48.6735112936345, Yonne,True
12205,"Pierre, Théodore Morin",3 février 1782,Drôme,Drôme,2.0,48.3066392881588, Drôme,True
12206,"Marie, Henri, Daniel Gaulthier de Rigny",2 février 1782,Meurthe,Paris,3.0,48.93360711841205, Moselle,False
12207,Joseph de Podenas,18 janvier 1782,Gers,Hérault,3.0,47.31553730321698, Aude,False
12208,"Amans, Joseph, Marie de Robert d'Aqueria de Rochegude",9 janvier 1782,Vaucluse,Vaucluse,2.0,45.22655715263518, Vaucluse,True
12209,Joseph de Villeneuve-Bargemont,9 janvier 1782,Var,Loiret,3.0,44.02190280629706, Haute-Saône,False
12210,"François, Emmanuel, Judith, Louis Pinceloup de Maurissure",3 janvier 1782,Inconnu,Inconnu,1.0,33.59342915811088, Eure-et-Loir,False
12211,"Alexandre, Simon Pataille",24 décembre 1781,Inconnu,Inconnu,4.0,45.894592744695416, Hérault,False
12212,"Claude, Louis, Gabriel, Donatien de Sesmaisons",23 décembre 1781,Loire-Inférieure,Paris,1.0,45.91649555099247, Loire-Inférieure,True
12213,Jean-Baptiste Thil,15 décembre 1781,Calvados,Paris,8.0,45.93839835728953, Seine-Inférieure,False
12214,"Pierre, Léon Leclerc",8 décembre 1781,Loire-Inférieure,Mayenne,3.0,34.02327173169062, Mayenne,False
12215,Charles Achard de Bonvouloir,4 décembre 1781,Manche,Manche,1.0,46.614647501711154, Manche,True
12216,"Antoine, Claude, Jean Cavé d'Haudicourt",25 novembre 1781,Seine,Oise,1.0,42.51882272416153, Oise,False
12217,"Jean-Baptiste, Antoine Georgette du Buisson de La Boulaye",12 novembre 1781,Ain,Inconnu,2.0,45.949349760438054, Ain,True
12218,"Georges, Louis, Joseph Durand d'Elecourt",10 novembre 1781,Nord,Nord,4.0,41.086926762491444, Nord,True
12219,"Claude, Philibert Barthelot de Rambuteau",9 novembre 1781,Inconnu,Inconnu,4.0,34.14647501711157, Loire,False
12220,André Tronchon,28 octobre 1781,Oise,Inconnu,4.0,48.09034907597536, Oise,True
12221,"Etienne, François Simonneau",24 octobre 1781,Paris,Inconnu,1.0,42.60643394934976, Eure-et-Loir,False
12222,"Emmanuel, Marie, Nicolas Thomas-Ducordic",18 octobre 1781,Morbihan,Morbihan,1.0,49.54688569472964, Morbihan,True
12223,"Louis, Gaspard, Amédée Girod de l'Ain",18 octobre 1781,Ain,Paris,4.0,33.56605065023956, Ain,True
12224,"Séverin, Louis, Marie, Michel Le Duff de Mésonan",10 octobre 1781,Finistère,Paris,1.0,70.38466803559206, Finistère,True
12225,"Jean-Baptiste, Thomas de Chaudordy",6 octobre 1781,Inconnu,Inconnu,2.0,63.18412046543463, Lot-et-Garonne,False
12226,"Jean, Elie Gautier",6 octobre 1781,Gironde,Gironde,3.0,42.70773442847365, Gironde,True
12227,"Jean, René Harscouet de Saint-Georges",3 octobre 1781,Côtes,Côtes,3.0,46.704996577686515, Morbihan,False
12228,"Alexandre, François, Ferdinand, Guislain, Marie de Bryas",1er octobre 1781,Paris,Inconnu,1.0,46.86652977412731, Pas-de-Calais,False
12229,"Charles, François, Bernard, Auguste Droüart de Lezeÿ",28 septembre 1781,Nord,Nord,1.0,34.09993155373032, Nord,True
12230,"Jean, Claude, Luc Michoud",23 septembre 1781,Isère,Isère,1.0,46.14647501711157, Isère,True
12231,"Marie, Jean, François de Biaudos de Castéja",23 septembre 1781,Somme,Paris,2.0,46.16563997262149, Somme,True
12232,"Antoine, Sébastien Lavialle de Masmorel",21 septembre 1781,Corrèze,Corrèze,2.0,49.711156741957566, Corrèze,True
12233,"Alexandre, César, Victor, Charles Destutt de Tracy",9 septembre 1781,Seine,Allier,11.0,40.6570841889117, Allier,False
12234,"Camille, Joseph Périer",15 août 1781,Isère,Paris,4.0,46.680355920602324, Sarthe,False
12235,"Jean, Auguste Chevandier de Valdrôme",23 juillet 1781,Inconnu,Inconnu,2.0,49.78507871321013, Meurthe,False
12236,"François, Félix, Aimé Monjaret de Kerjégu",22 juillet 1781,Côtes,Côtes,2.0,42.5927446954141, Côtes-du-Nord,False
12237,"Auguste, Marie, Jacques, François, Luc, de Cambis d'Orsan",11 juillet 1781,Dordogne,Gard,3.0,49.01300479123888, Vaucluse,False
12238,"Armand, Charles, Alexandre Duhamel de Fougeroux",4 juillet 1781,Seine,Inconnu,1.0,42.87748117727584, Loiret,False
12239,Nicolas Koechlin,1er juillet 1781,Haut-Rhin,Haut-Rhin,5.0,49.158110882956876, Haut-Rhin,True
12240,"Antoine, Marie, Amable Trutat",27 juin 1781,Seine,Paris,3.0,55.7864476386037, Eure,False
12241,"Pierre, Louis Tribert",25 juin 1781,Vienne,Vienne,8.0,47.983572895277206, Deux-Sèvres,False
12242,"Louis, Philippe, Marie Le Compasseur de Créqui-Montfort de Courtivron",31 mai 1781,Seine,Inconnu,1.0,42.68856947296372, Côte-d'Or,False
12243,"Jean, Antoine Ducluzeau",16 mai 1781,Dordogne,Dordogne,4.0,49.97125256673511, Dordogne,True
12244,"Marie, François, Xavier, Joseph, Hubert Robert",12 mai 1781,Ardennes,Paris,1.0,49.4154688569473, Ardennes,True
12245,"Jean-François, Joseph Blot",22 avril 1781,Aisne,Deux-Sèvres,1.0,67.00068446269678, Deux-Sèvres,False
12246,Jean Abzac de la Douze,20 avril 1781,Dordogne,Dordogne,2.0,34.33538672142368, Dordogne,True
12247,"François, Charles Blacque-Belair",17 avril 1781,Seine,Paris,4.0,49.50855578370979, Finistère,False
12248,"Louis, Gabriel Duret",9 avril 1781,Charente-Inférieure,Charente-Maritime,1.0,34.16563997262149, Charente-Inférieure,True
12249,François-Joseph de Magnan,7 avril 1781,Basses-Alpes,Inconnu,1.0,48.969199178644764, Basses-Alpes,True
12250,"Jean, François, Gabriel Calemard de Lafayette",2 avril 1781,Haute-Loire,Paris,2.0,43.05270362765229, Haute-Loire,True
12251,"Benjamin, Jacques Morel",26 mars 1781,Nord,Nord,3.0,46.64202600958248, Nord,True
12252,"Jean, Joseph, Louis de Maleteste",24 mars 1781,Seine,Inconnu,1.0,34.40930869267625, Côte-d'Or,False
12253,"François, Louis, Jean Rogon de Carcaradec",13 mars 1781,Côtes,Côtes,2.0,42.95140314852841, Côtes-du-Nord,False
12254,"François, Marie Briant de Laubrière",9 mars 1781,Finistère,Finistère,2.0,46.220396988364136, Finistère,True
12255,"Joseph, Alexis Nicod de Ronchaud",5 mars 1781,Doubs,Jura,2.0,42.81177275838467, Jura,False
12256,"Antoine, Louis, Hippolyte Duchesne",27 février 1781,Isère,Isère,2.0,34.20123203285421, Isère,True
12257,Luc Thommasi,27 février 1781,Inconnu,Inconnu,1.0,28.186173853524984, Départements de l'Empire français aujourd'hui en Italie,False
12258,"Charles, Guillaume, Dominique Laperrine d'Hautpoul",23 février 1781,Aude,Aude,1.0,46.7460643394935, Aude,True
12259,"Joseph, Pierre, Marie Le Gogal de Toulgoët",15 février 1781,Finistère,Finistère,1.0,53.34154688569473, Finistère,True
12260,"Armand, François Lamy",15 février 1781,Paris,Inconnu,4.0,50.31074606433949, Dordogne,False
12261,Pierre Mallye,6 février 1781,Haute-Loire,Inconnu,4.0,49.60438056125941, Haute-Loire,True
12262,"Maurice, Augustin Bizard",5 février 1781,Inconnu,Inconnu,1.0,34.03422313483915, Maine-et-Loire,False
12263,"Jean-Jacques, Auguste Reboul",2 février 1781,Vaucluse,Vaucluse,2.0,43.058179329226554, Vaucluse,True
12264,"Mathieu, Louis de Molé",24 janvier 1781,Seine,Inconnu,2.0,67.64407939767283, Gironde,False
12265,"Charles, Thomas, Joseph, Gabriel Lepaige",22 janvier 1781,Vosges,Vosges,1.0,43.35934291581109, Vosges,True
12266,"Charles, Gédéon Théodore Vassinhac d'Imécourt",1er janvier 1781,Seine,Paris,1.0,43.148528405201915, Meuse,False
12267,Thomas Mermet,21 décembre 1780,Isère,Isère,1.0,34.38740588637919, Isère,True
12268,"Jean, Frédéric de Turckheim",10 décembre 1780,Bas-Rhin,Paris,4.0,43.63860369609856, Bas-Rhin,True
12269,"Jean-Charles, Bénigne Varenne de Fenille",12 novembre 1780,Seine,Ain,3.0,34.691307323750856, Ain,False
12270,"Henry, Nicolas, François de Mauléon",9 novembre 1780,Gers,Inconnu,1.0,47.19780971937029, Gers,True
12271,"Blaise, Isaac, François, Gilles Vezian de Saint-André",9 novembre 1780,Inconnu,Inconnu,1.0,49.48117727583847, Haute-Garonne,False
12272,"Louis, Frédéric, Gilbert, François Fouquier-Long",26 octobre 1780,Oise,Seine-Maritime,1.0,43.60027378507871, Seine-Inférieure,False
12273,"Ferdinand, Eugène de Lur-Saluces",22 octobre 1780,Seine,Gironde,4.0,34.82819986310746, Gironde,False
12274,Jean-Baptiste Teste,20 octobre 1780,Gard,Paris,9.0,34.70225872689939, Gard,True
12275,Louis Bouvier-Dumolart,16 octobre 1780,Moselle,Paris,1.0,34.56810403832991, Moselle,True
12276,"Athanase, Marie, Georges Urguet de Saint-Ouen",14 octobre 1780,Vosges,Paris,1.0,34.97056810403833, Sarthe,False
12277,Alexis Moulin-Debord,10 octobre 1780,Allier,Allier,1.0,58.313483915126625, Allier,True
12278,"Elizabeth, Louis, François Lelorgne d'Ideville",4 octobre 1780,Seine,Paris,3.0,56.99931553730322, Allier,False
12279,"Augustin, Louis, Henri, César Dauphin de Leyval",4 octobre 1780,Allier,Inconnu,3.0,44.145106091718, Puy-de-Dôme,False
12280,"Claude, Denis Mater",30 septembre 1780,Cher,Inconnu,3.0,58.340862422997944, Cher,True
12281,Elie Decazes,28 septembre 1780,Gard,Paris,1.0,34.893908281998634, Seine,False
12282,Jean-Baptiste Bourgon de Foucherans,7 septembre 1780,Doubs,Doubs,1.0,47.37303216974675, Doubs,True
12283,"Benoit, Jean, Gabriel Ruzé d'Effiat",6 septembre 1780,Inconnu,Inconnu,2.0,42.23682409308692, Indre-et-Loire,False
12284,"Antoine, Bernard Finot",1er septembre 1780,Paris,Inconnu,16.0,33.39082819986311, Corrèze,False
12285,"Antoine, Bernard Finot",1er septembre 1780,Paris,Inconnu,16.0,33.39082819986311, Corrèze,False
12286,"Antoine, Bernard Finot",2 décembre 1750,Paris,Inconnu,16.0,33.39082819986311, Corrèze,False
12287,"Antoine, Bernard Finot",2 décembre 1750,Paris,Inconnu,16.0,33.39082819986311, Corrèze,False
12288,"Scipion, Cyprien, Jules, Louis, Martin, Marie, Elisabeth de Nicolaï",1er septembre 1780,Vaucluse,Yvelines,2.0,40.84325804243669, Aisne,False
12289,"Marin, Gervais Chevalier",30 août 1780,Sarthe,Sarthe,1.0,53.804243668720055, Sarthe,True
12290,Jean-Louis Monnier,26 août 1780,Jura,Rhône,1.0,53.81519507186858, Jura,True
12291,"Jean, Louis, François, Dieudonné de Gozon",25 août 1780,Lot,Lot,1.0,43.49897330595483, Lot,True
12292,Etienne Tessière de Boisbertrand,22 août 1780,Haute-Vienne,Vaucluse,3.0,43.7782340862423, Vienne,False
12293,Jacques Maignol,20 août 1780,Inconnu,Inconnu,3.0,52.95824777549623, Puy-de-Dôme,False
12294,"Pierre, Jean de Béranger",19 août 1780,Seine,Paris,1.0,67.67419575633129, Seine,True
12295,François Prévost-Leygonie,19 août 1780,Dordogne,Dordogne,5.0,34.7378507871321, Dordogne,True
12296,"François, Marie Renet",18 août 1780,Seine,Paris,1.0,50.71321013004791, Seine,True
12297,"Georges, Jean Humann",6 août 1780,Bas-Rhin,Paris,7.0,40.42984257357974, Bas-Rhin,True
12298,"Jacques, René, Philippe, Hippolyte Pierres de Bernis",23 juillet 1780,Hérault,Inconnu,4.0,35.07734428473648, Gard,False
12299,"Henri, Louis Martin de Villers",21 juillet 1780,Seine-Inférieure,Seine-Maritime,2.0,43.59479808350445, Seine-Inférieure,True
12300,"Pierre, Victor Duséré",20 juillet 1780,Basses-Pyrénées,Pyrénées-Atlantiques,2.0,52.94455852156057, Landes,False
12301,"Yves, Jean-Marie Dutertre",11 juillet 1780,Côtes,Côtes,2.0,58.23682409308692, Côtes-du-Nord,False
12302,"François, Marie Agier",8 juillet 1780,Deux-Sèvres,Paris,4.0,43.5482546201232, Deux-Sèvres,True
12303,"Jean-Pierre, Dominique, Germain Rouger de Villasavary",2 juillet 1780,Aude,Aude,2.0,51.24161533196441, Aude,True
12304,Pierre Glandin,29 juin 1780,Lot,Lot,1.0,34.86926762491444, Lot,True
12305,"Armand, Jean, Lambert Brunet de Villeneuve",7 juin 1780,Hérault,Hérault,1.0,49.66461327857632, Hérault,True
12306,"Jean, Louis, Aubin Emonin",24 mai 1780,Doubs,Lieu,1.0,44.02464065708419, Doubs,True
12307,"Charles, Armand de Failly",22 mai 1780,Meuse,Haute-Marne,2.0,50.954140999315534, Haute-Marne,False
12308,"François, Alexandre, Emmanuel de Metz",21 mai 1780,Meurthe,Inconnu,2.0,47.507186858316224, Meurthe,True
12309,"Joseph, Désiré, Félix Faure",18 mai 1780,Isère,Paris,3.0,47.9233401779603, Isère,True
12310,"Charles, Marie David",4 mai 1780,Vosges,Paris,1.0,35.09924709103354, Vosges,True
12311,"Jean-Baptiste, Auguste, François, Marie de La Laurencie de Charras",30 avril 1780,Charente-Inférieure,Charente,1.0,44.09034907597536, Charente,False
12312,"Nicolas, Jean-Baptiste Boyard",5 avril 1780,Cher,Inconnu,1.0,56.46543463381246, Loiret,False
12313,"François, Marie Delessert ou de Lessert",2 avril 1780,Seine,Paris,6.0,51.2498288843258, Seine,True
12314,"Alexandre, César, Louis d'Estourmel",29 mars 1780,Seine,Inconnu,5.0,35.39493497604381, Nord,False
12315,"Joseph, Guillaume, Fortuné de Laidet",6 mars 1780,Basses-Alpes,Inconnu,10.0,47.45242984257358, Basses-Alpes,True
12316,"François, Boceslas, Cazimir Duval de Curzay",5 mars 1780,Loire-Inférieure,Vienne,4.0,40.5284052019165, Vienne,False
12317,Etienne Perey-Lallier,3 mars 1780,Loire,Rhône,1.0,54.29705681040383, Loire,True
12318,"Jacques, Olivier, Marie Urvoy de Saint-Bedan",1er mars 1780,Loire-Inférieure,Loire-Atlantique,2.0,47.86858316221766, Loire-Inférieure,True
12319,"Jules, Frédéric, Eugène, Amédée Laguette-Mornay",1er mars 1780,Ain,Ain,4.0,35.35386721423682, Ain,True
12320,"Jean-Baptiste, Joseph Delgorgue de Rosny",26 février 1780,Inconnu,Inconnu,1.0,43.99452429842574, Pas-de-Calais,False
12321,"Jean, Pierre, Victor Rossée",25 février 1780,Haut-Rhin,Inconnu,2.0,35.21149897330596, Haut-Rhin,True
12322,"César, Laurent de Chastellux",14 février 1780,Yonne,Inconnu,2.0,40.74469541409993, Yonne,True
12323,"Eléonor, Bernard, Anne, Christophe, Zoa Dufriche-Valazé",12 février 1780,Orne,Alpes-Maritimes,2.0,53.54688569472964, Orne,True
12324,"Louis, René, Simon de Vaulchier du Deschaux",12 février 1780,Jura,Doubs,5.0,39.945242984257355, Jura,True
12325,Charles Fournerat,11 février 1780,Yonne,Yonne,1.0,35.08555783709788, Seine-et-Oise,False
12326,Jean-Baptiste Barlier,2 février 1780,Cantal,Cantal,1.0,44.06023271731691, Cantal,True
12327,André de Biaudos de Castéja,22 janvier 1780,Somme,Paris,1.0,44.36139630390144, Haute-Vienne,False
12328,"Adrien, François, Martin Franqueville de Bourlon",15 janvier 1780,Nord,Paris,1.0,47.854893908282, Nord,True
12329,Joseph Cuny,12 janvier 1780,Vosges,Paris,6.0,34.718685831622174, Vosges,True
12330,"Louis, Pierre, Melchior, Gaspard, Balthazar d'Hubert",12 janvier 1780,Somme,Paris,1.0,58.35728952772074, Seine,False
12331,"Georges, Louis, Gilbert, Washington du Motier de Lafayette",29 décembre 1779,Seine,Paris,11.0,35.931553730321696, Haute-Loire,False
12332,"Maximilien, Joseph Boulon-Martel",27 décembre 1779,Somme,Somme,1.0,50.48596851471595, Somme,True
12333,"Antoine, André Lorrin",23 décembre 1779,Ain,Rhône,1.0,50.82546201232033, Ain,True
12334,"Pierre, Mathias Pourrat",22 décembre 1779,Inconnu,Inconnu,1.0,51.370294318959616, Puy-de-Dôme,False
12335,"Jean, Marie, Joseph, Aimé Dubois-Aymé",22 décembre 1779,Isère,Isère,2.0,51.069130732375086, Ille-et-Vilaine,False
12336,"Jean, Marguerite Tupinier",18 décembre 1779,Paris,Inconnu,8.0,54.12183436002738, Finistère,False
12337,"Gaspard, Marie, Victor de Choiseul d'Aillecourt",14 décembre 1779,Seine,Lieu,3.0,44.46817248459959, Orne,False
12338,"Robert, Augustin Creuzé",9 décembre 1779,Vienne,Vienne,4.0,41.16906228610541, Vienne,True
12339,"Jean-Marie, Jules, Pascal Leguevel de la Ville-Ès-Joux",25 novembre 1779,Morbihan,Inconnu,1.0,35.94250513347023, Morbihan,True
12340,"Laurent, André, Antoine Garcias",4 novembre 1779,Hautes-Pyrénées,Hautes-Pyrénées,7.0,51.19780971937029, Pyrénées-Orientales,False
12341,Pierre de Gères de Camarsac,28 octobre 1779,Gironde,Gironde,1.0,44.32580424366872, Gironde,True
