,Département de naissance,Département de mort,Nom
0,Inconnu,Inconnu,"Louis, Charles, Etienne Lemaistre"
0,Inconnu,Inconnu,"Auguste, Joseph Baude de la Vieuville"
0,Haut-Rhin,Inconnu,Nicolas Haussmann
0,Inconnu,Inconnu,Jean-Pierre Gayet
0,Oise,Paris,"Charles, François Leblanc"
0,Inconnu,Inconnu,"Pierre, Jacques, Augustin Berquier-Neuville"
0,Inconnu,Inconnu,"Ennemond, Alexandre Petitot de Montlouis"
0,Creuse,Haute-Vienne,Jean Ballet
0,Inconnu,Inconnu,"Marc, Antoine Sartre"
0,Inconnu,Inconnu,"Barthélemy, Fleury Delhorme"
0,Ariège,Ariège,"Jean-Jacques, Louis Calvet"
0,Haute-Loire,Haute-Loire,"Pierre, Charles Gallet"
0,Vosges,Inconnu,"Jean-Baptiste, Marie, Auguste Bresson"
0,Inconnu,Inconnu,"Louis, François, Gabriel, Joseph Mouton de Harchies"
0,Inconnu,Inconnu,"Claude, Louis Bonne"
0,Paris,Inconnu,"Louis, Thomas, Antoine Amy"
0,Gers,Lieu,"François, Michel Lantrac"
0,Gironde,Gironde,"Etienne, Jacques Servière"
0,Inconnu,Inconnu,"Antoine, Julien, Félix Moretti"
0,Loire-Inférieure,Loire-Atlantique,"Charles, François Bouteillier"
0,Oise,Inconnu,"Nicolas, Joseph Bucquet"
0,Ariège,Ariège,"Jean, Etienne, Eléonore Cassaing"
0,Inconnu,Inconnu,"Jean-Louis, François Godart"
0,Inconnu,Inconnu,"Hubert, Michel, François Vaillant"
0,Manche,Manche,"François, Alexandre, Léonor Le Jolis de Villiers"
0,Seine,Paris,"Louis, Ferdinand Bonnet"
0,Mayenne,Mayenne,François Paigis
0,Aveyron,Inconnu,Simon Camboulas d'Esparou
0,Inconnu,Inconnu,"Jacques, Guillaume Meyer"
0,Vosges,Vosges,"François, Firmin Rouyer"
0,Allier,Allier,"Charles, Pierre Amelot"
0,Vosges,Vosges,"Jean, Nicolas Derazey"
0,Haute-Garonne,Haute-Garonne,"Jean-François, Joseph Marcorelle"
0,Inconnu,Inconnu,Abraham Van Doorn Van Der Boede
0,Ardennes,Marne,"Nicolas, Marie Leroy"
0,Seine,Paris,Jean-Baptiste Louvet de Couvray
0,Basses-Alpes,Inconnu,"Joseph, Marie Mévolhon"
0,Aube,Aube,"Alexandre, Claude Payn"
0,Seine,Haute-Garonne,"Mathieu, Louis Hocquart"
0,Loire-Inférieure,Loire-Atlantique,"Félix, Guillaume Gédouin"
0,Seine,Paris,"Louis, Michel Lepeletier de Saint-Fargeau"
0,Charente-Inférieure,Charente-Maritime,Jean-Louis Admyrauld
0,Gironde,Gironde,"André, Didier Béchade"
0,Essonne,Essonne,"Pierre, Vedye Roger"
0,Vaucluse,Inconnu,"Pierre, Denis Dugat"
0,Rhône,Inconnu,"André, Suzanne d'Albon"
0,Ain,Ain,"Charles, Aimé Bochard"
0,Bas-Rhin,Bas-Rhin,Jean Frantz
0,Gers,Gers,Joseph Cappin
0,Vendée,Vendée,"Louis, Gabriel Godet de la Riboulerie"
0,Manche,Manche,"Louis, Marie Duhamel"
0,Charente,Charente,Jean-François Guilhaud-l'Étanche
0,Paris,Inconnu,"Charles, François, Jean Pérard"
0,Haute-Marne,Inconnu,"Simon, Nicolas Guyardin"
0,Charente,Vienne,"Pierre, Jean-Baptiste Descordes"
0,Inconnu,Inconnu,Timothée Becays de la Caussade
0,Inconnu,Inconnu,"Nicolas, François, Marie Enlart"
0,Paris,Inconnu,"François, Pierre, Ange Mauduyt"
0,Basses-Alpes,Paris,"Louis, François Peyre"
0,Seine,Paris,"Guillaume, Louis, Isidore Goupy"
0,Ain,Inconnu,"Louis, Balthazar, Frédéric Prost"
0,Landes,Inconnu,Fabian Ducournau
0,Hautes-Pyrénées,Hautes-Pyrénées,"Jean, Bernard, Marie Figarol"
0,Seine-Inférieure,Paris,"Louis, Joseph Faure"
0,Aisne,Paris,Camille Desmoulins
0,Savoie,Inconnu,"Paul, Louis, Balthazar Mermoz"
0,Eure,Gironde,"François, Nicolas, Léonard Buzot"
0,Loire,Paris,"Etienne, Gilbert de Drée"
0,Bas-Rhin,Inconnu,"François, Antoine, Louis Bourcier"
0,Meurthe,Meuse,"René, Charles, Elisabeth de Ligniville"
0,Haute-Marne,Bas-Rhin,"Claude, François, Joseph Reibell"
0,Vendée,Charente,"Augustin, Rolland, Jean, André, Faustin Chedaneau"
0,Bas-Rhin,Bas-Rhin,"Marie, Frédéric, Henri Christiani"
0,Aisne,Inconnu,"Charles, Henry Nérat"
0,Vaucluse,Vaucluse,"Gédéon, Godefroy, Antoine Bouvier"
0,Nord,Inconnu,"Théodore, Albert, Augustin, Alexandre Thélu"
0,Vendée,Vendée,"Mathieu, Joseph, Severin Pervinquière de la Baudonnière"
0,Aisne,Inconnu,"Louis, Jean, Samuel Jolly ou Joly"
0,Corrèze,Corrèze,Antoine Plazanet
0,Côtes,Côtes,"Louis, René, François Bienvenue"
0,Côtes,Côtes,"Jérôme, Alexandre Guiot"
0,Bas-Rhin,Bas-Rhin,"Louis, Gonzague, François, Dominique, Léopold Wangen de Géroldseck"
0,Sarthe,Sarthe,Pierre Thoré-Cohendet
0,Seine,Oise,Jean-Pierre Danjou
0,Inconnu,Inconnu,"Louis, Marie Bertrand"
0,Creuse,Paris,"Isaac, Etienne de Larue"
0,Inconnu,Inconnu,"Antoine, Joseph, Casimir de Mirandol"
0,Inconnu,Inconnu,"Louis, François, René de Courtarvel"
0,Haute-Saône,Haute-Saône,Anatole Billerey
0,Var,Var,Jean-François Escudier
0,Lieu,Inconnu,"François, Sébastien Gambini"
0,Nord,Paris,"Constantin, Frédéric, Timoléon Duparc de Barville"
0,Calvados,Calvados,Jean-François Leroy
0,Nord,Nord,"Auguste, Antoine, Joseph Prouveur de Pont de Grouard"
0,Hautes-Pyrénées,Hautes-Pyrénées,Bertrand Pinac
0,Aveyron,Aveyron,Jean-Claude Clausel de Coussergues
0,Meurthe,Gironde,Jean-Baptiste Salle
0,Loire-Inférieure,Loire-Atlantique,"Jacques, Marie Chottard"
0,Inconnu,Inconnu,Gatien Christophe
0,Vosges,Vosges,Dieudonné Dubois des Vosges
0,Haute-Marne,Paris,Jean-Baptiste Dalmassy
0,Haute-Garonne,Haute-Garonne,"Germain, Théodore Abolin"
0,Ardèche,Ardèche,"François, Clément, Privat Garilhe"
0,Seine,Paris,Marie Jean Hérault de Séchelles
0,Bas-Rhin,Bas-Rhin,Joseph Lambert-Lauterbourg
0,Charente,Charente,"Jean-Baptiste, François Albert"
0,Seine-Inférieure,Seine-Maritime,"Abraham, Thomas Leseigneur"
0,Jura,Jura,"Claude, Pierre Bouvier"
0,Inconnu,Inconnu,"Jean-Marie, Austremoine Desribes"
0,Côtes,Côtes,"Joseph, Marie de Gourlay"
0,Eure,Eure,"Pierre, Nicolas, Chrysostome Legendre Ou le Gendre"
0,Somme,Inconnu,"Antoine, Gérard Scellier"
0,Creuse,Paris,Jean-Baptiste Voysin de Gartempe
0,Inconnu,Inconnu,François Ligeret de Chazey
0,Inconnu,Inconnu,"Louis, François, Bertrand du Pont-d'Aubevoye de Lauberdière"
0,Aube,Paris,"Georges, Jacques Danton"
0,Nord,Nord,"François, Xavier, Marie, Joseph Dumonceaux"
0,Sarthe,Sarthe,Julien Hardouin-Rivery
0,Eure,Eure,"Alexandre, Romain Crochon"
0,Aveyron,Paris,François Chabot
0,Paris,Inconnu,"Claude, Louis Masuyer"
0,Inconnu,Inconnu,"Prudent, Jean Bruley"
0,Calvados,Calvados,"François, Pierre Leroy"
0,Mayenne,Mayenne,"Jean, Armand de Hercé"
0,Haute-Garonne,Haute-Garonne,"Jean, Gilles, Denis Porte"
0,Eure,Seine-Maritime,"Laurent, Mathieu, Gervais Bidault"
0,Inconnu,Inconnu,Etienne Jumentier
0,Inconnu,Inconnu,Nicolas Reuter
0,Allier,Allier,Antoine Durin
0,Bas-Rhin,Bas-Rhin,"Louis, François, Antoine Arbogast"
0,Seine-Inférieure,Paris,"Louis, Jacques Grossin de Bouville"
0,Côtes,Côtes,Charles Helo
0,Var,Paris,"Jean, François Ricord"
0,Isère,Isère,Gabriel Perreton
0,Haut-Rhin,Bas-Rhin,"Charles, Henri Kern"
0,Var,Var,"Jacques, Auxille Verrion"
0,Charente-Inférieure,Inconnu,"Jean, Pierre Ribéreau"
0,Sarthe,Sarthe,"Jacques, Marie Abot"
0,Ardèche,Paris,"Claude, André Fressenel"
0,Tarn,Haute-Garonne,"Charles, Philippe, Auguste Corbière"
0,Aube,Aube,"Jacques, Edmond Regnault de Beaucaron"
0,Isère,Isère,"Pierre, Joseph, Fleury Jubié"
0,Bas-Rhin,Bas-Rhin,"Pierre, Michel, Bernardin Saglio"
0,Paris,Inconnu,"Louis, François, Pierre Desclozeaux"
0,Aube,Paris,Marin Noël des Vergers
0,Loire,Paris,Claude Javogues
0,Hautes-Alpes,Inconnu,"Etienne, Louis Faure"
0,Loire,Inconnu,"Jean-Baptiste, Claude, Henri Dupuy"
0,Savoie,Rhône,"Jean-Baptiste, Philippe Marcoz"
0,Bas-Rhin,Bas-Rhin,"Jacques, Frédéric Brackenhoffer"
0,Jura,Essonne,"Jacques, Pierre, Prothade d'Astorg"
0,Paris,Inconnu,"Claude, Etienne Téallier"
0,Manche,Manche,"Nicolas, François, Charles Daireaux"
0,Haute-Marne,Haute-Marne,"Henri, Simon Toupot de Bévaux"
0,Hérault,Hérault,"Joseph, Louis, Henri Sarret de Coussergues"
0,Haute-Saône,Inconnu,Claude Alardet
0,Loiret,Loiret,Pierre Guérin des Marchais
0,Inconnu,Inconnu,Gérard Panneboeter
0,Lieu,Inconnu,"Francesco, Alamanno Pazzi"
0,Seine-Inférieure,Seine-Maritime,"Marie, Jacques, François, Alexandre Asselin de Villequier"
0,Orne,Eure,"Pierre, Jacques, François Carpentier"
0,Oise,Oise,Antoine Lemaire-Darion
0,Eure,Seine-Maritime,Jean-François Eude
0,Haute-Garonne,Tarn,"Marie, Joseph, Jacques, François, Cécille Bermond"
0,Inconnu,Inconnu,"Nicolas, Charles Tronchon"
0,Nord,Nord,"Philippe, Constant, Joseph Briez"
0,Seine,Paris,"François, Scholastique de Guéhéneuc"
0,Manche,Manche,Jean-François Lepigeon-De-Boisval
0,Manche,Manche,Jean-Baptiste Le Carpentier
0,Hautes-Pyrénées,Inconnu,Hilaire Casteran
0,Savoie,Inconnu,"Pierre, Louis, Marie Roze"
0,Inconnu,Inconnu,Gilbert Prudon
0,Cantal,Cantal,Jean Gros
0,Inconnu,Inconnu,Jean Deval de Guymont de Saumade
0,Inconnu,Inconnu,Mamert Coullion
0,Bas-Rhin,Paris,"François, Guillaume, Jean, Stanislas Andrieux"
0,Var,Var,"Jean, Joseph Siméon"
0,Savoie,Haute-Savoie,"François, Jean-Baptiste Carelli de Bassy de Cevins"
0,Jura,Inconnu,"Charles, Alexandre, Marie Dalloz"
0,Haute-Saône,Vosges,"Léopold, Grégoire Desgranges Cadet"
0,Gers,Gers,Joachim Perez du Gief
0,Ardennes,Ardennes,"Jean-Baptiste, Onésime Philippoteaux"
0,Cantal,Paris,"Dominique, Georges, Frédéric Dufour de Pradt"
0,Inconnu,Inconnu,Paul Tack
0,Cantal,Paris,Jean Roussilhe
0,Côtes,Inconnu,"Julien, François Duval-Villebogard"
0,Aube,Aube,Jean-Baptiste Charton
0,Doubs,Inconnu,Jean-Baptiste Michaud
0,Marne,Marne,François Becquey
0,Haute-Garonne,Haute-Garonne,"Jean, Antoine de Catellan-Caumont"
0,Gers,Inconnu,Jean Tartanac
0,Inconnu,Inconnu,Jean-Baptiste Chantrier
0,Marne,Paris,Pierre Pérignon
0,Finistère,Paris,Pierre Marec
0,Nord,Nord,"Ernest, Joseph Desmoutier"
0,Gers,Inconnu,"Louis, Germain Duplan"
0,Paris,Inconnu,"Joseph, Marie Cusset"
0,Pyrénées-Orientales,Pyrénées-Orientales,Sébastien Escanyé
0,Nord,Nord,"François, Joseph Barrois-Virnot"
0,Gironde,Gironde,César Faucher
0,Nord,Allier,"Louis, Marie, Joseph Gossuin"
0,Gard,Gard,"Jean, Etienne, Antoine Bertezène"
0,Seine-Inférieure,Paris,"René, Marie, Maximilien Léopold de Stabenrath"
0,Inconnu,Inconnu,Charles de Vos Van Stenwick
0,Paris,Inconnu,"Jean-Claude, Michel Gillet"
0,Loiret,Loiret,Michel Gentil
0,Inconnu,Inconnu,"Félix, Joseph, Vital, Thomas Mattei"
0,Seine-Inférieure,Seine-Maritime,"Louis, Charles, Alexandre Boullenger"
0,Gard,Paris,Jean Pelet de la Lozère
0,Meuse,Paris,"Philippe, Laurent Pons de Verdun"
0,Sarthe,Paris,"Louis, Jacques Rousseau"
0,Inconnu,Inconnu,"Michel, Laurent de Selys-Longchamps"
0,Basses-Alpes,Inconnu,"François, Henri Plauche"
0,Isère,Paris,"Charles, Paul Lacroix de Chevrières de Saint-Vallier"
0,Sarthe,Paris,"Louis, Gabriel Guérin"
0,Isère,Isère,"Antoine, Joseph Alricy"
0,Paris,Inconnu,"Eustache, Antoine Hua"
0,Meuse,Meuse,Jean-Baptiste Raulin
0,Loire,Loire,Jean-Baptiste Boiron
0,Nièvre,Inconnu,"François, Paul Legendre"
0,Manche,Manche,Jean-François Frémont
0,Nord,Nord,"Albert, Marie, Auguste Bruneau de Beaumetz"
0,Manche,Manche,Jacques Euvremer
0,Drôme,Drôme,"André, Antoine, Alexis Vignon-Laversanne"
0,Aude,Haute-Vienne,"Jean-François, Adrien Cassaigneau de Saint-Gervais"
0,Seine-Inférieure,Seine-Maritime,Nicolas Thiessé
0,Vosges,Inconnu,"Joseph, Julien Souhait"
0,Hérault,Paris,"Pierre, Louis Granier"
0,Vienne,Vienne,"Théodore, Jacques Pressac-Doré"
0,Orne,Inconnu,"Pierre, Claude, Charles Leboucher Dulongchamp"
0,Doubs,Lieu,Jean-Baptiste Tanchard
0,Isère,Isère,"Joseph, Louis, Claude Colaud de la Salcette"
0,Ariège,Inconnu,Jean-Baptiste Estaque
0,Côtes,Côtes,"Antoine, Marie, Noël, Julien Vistorte"
0,Seine,Paris,"Edouard, Charles, Victurnien de Colbert de Maulévrier"
0,Meuse,Paris,"Pierre, Joseph Vallée"
0,Sarthe,Inconnu,"Jean-Baptiste, Anne Delarue-Ducan"
0,Inconnu,Inconnu,"Jacques, Hyacinthe Fabry"
0,Ain,Inconnu,Claude Blanc
0,Calvados,Calvados,Pierre Gauthier
0,Deux-Sèvres,Deux-Sèvres,"Vincent, Jacques Bodin"
0,Eure,Eure,"Jean-Baptiste, Guillaume Langlois"
0,Bas-Rhin,Bas-Rhin,"Maximilien, Xavier Képler"
0,Inconnu,Inconnu,"Jean, Nicolas Bassenge"
0,Gers,Gers,Jean-Marie Ducos
0,Pyrénées-Orientales,Inconnu,"Etienne, François ,Sébastien Montegut"
0,Moselle,Moselle,"Dominique, Ignace, Charles de Hausen de Weidesheim"
0,Inconnu,Inconnu,"François, Omer Granet"
0,Ardèche,Ardèche,Jean-Marie Desfrançais de Lolme
0,Pyrénées-Orientales,Pyrénées-Orientales,Joseph Cassanyès
0,Isère,Isère,"Jacques, Jean, Reymond Maurel"
0,Vienne,Vienne,"Joseph, Charles Bera"
0,Inconnu,Inconnu,"André, Charles Membrède"
0,Seine-Inférieure,Inconnu,"Jean, Etienne Letailleur"
0,Eure,Eure,"Jean-François, Charles Leroy"
0,Seine,Vienne,"Louis, Claude Chéron-La-Bruyère"
0,Orne,Orne,"Charles, Jean, Etienne Thomas-Laprise"
0,Pyrénées-Orientales,Gironde,"Jean, Bonaventure, Blaise, Hilarion Birotteau"
0,Ariège,Ariège,Jean Espert
0,Inconnu,Inconnu,"Joseph, Anne, Robert Malherbe"
0,Hautes-Pyrénées,Pyrénées-Atlantiques,"Jean, Henri Couget"
0,Seine,Inconnu,"Louis, François, Joseph, Bonaventure de Tryon de Montalembert"
0,Drôme,Drôme,"Antoine, Laurent Chorier"
0,Meuse,Moselle,Nicolas Barthélemy
0,Inconnu,Inconnu,"Henri, Guillaume, Mathias Olbers"
0,Inconnu,Inconnu,"Philibert, Antoine Polissard"
0,Seine-Inférieure,Marne,"René, Richard, Louis Castel"
0,Haute-Garonne,Inconnu,"François, Marie Cailhasson"
0,Vaucluse,Var,"Pierre, Marie Baille"
0,Seine,Paris,"Antoine, Isaac Silvestre de Sacy"
0,Inconnu,Inconnu,Pierre Pourrat
0,Inconnu,Inconnu,"Joseph, Pierre, Sylvain Cartier-Douineau"
0,Inconnu,Inconnu,"Jean, Guillaume Dimartinelli"
0,Moselle,Moselle,"Louis, Joseph Schmits"
0,Inconnu,Inconnu,"Pierre, François, Joseph Hannecart"
0,Charente,Charente,"Pierre, Jacques Maulde de Loisellerie"
0,Lot,Corrèze,Thomas Salgues
0,Marne,Marne,"Louis, Sébastien Morel"
0,Ain,Ain,Anthelme Ferrand
0,Allier,Paris,Etienne Sauret
0,Drôme,Drôme,"Joseph, Bernard Lagier la Condamine"
0,Indre,Inconnu,"Sylvain, Phalier Lejeune"
0,Pyrénées-Orientales,Hérault,"Marie, Jacques Durand-Fajon"
0,Paris,Inconnu,"Denis, Toussaint Lesage"
0,Vienne,Vienne,"Marie, Félix Faulcon de la Parisière"
0,Tarn,Tarn,Jean-Pierre Pezous
0,Inconnu,Inconnu,"Gaspard, Antoine, Jean, Tiburce Degregori"
0,Gironde,Paris,Armand Gensonné
0,Ain,Paris,"Jean-Marie, Cécile Valentin-Duplantier"
0,Haute-Garonne,Inconnu,"Anne, Pierre, Donnat Martin-Bergnac"
0,Loire,Loire,Denis Gémier des Périchons
0,Paris,Inconnu,"Edme, Antoine Villiers"
0,Hérault,Hérault,"Jean-Baptiste, Barthélémy Lajard"
0,Aude,Aude,Jean-Baptiste Astoin
0,Creuse,Yonne,Etienne Tournyol de la Rodde
0,Inconnu,Inconnu,"Jean, Guillaume Brixhe"
0,Inconnu,Inconnu,"François, Marie, Pantaléon, Galatoire Coffin"
0,Loire-Inférieure,Morbihan,"François, Marie Bachelot"
0,Lot,Lot,"Jean, Isaac Combes-Dounous"
0,Inconnu,Inconnu,Jean-François Lafabrie de la Sylvestrie
0,Loire,Loire,Pierre Duvant
0,Landes,Landes,Jean-Baptiste Lefranc
0,Ain,Indre,"Gabriel, Marie de Riccé"
0,Gironde,Inconnu,"Marc, Antoine Fournel"
0,Inconnu,Inconnu,"Ernest, Chrysostome Maignet"
0,Nord,Inconnu,"Pierre, Joseph Duhem"
0,Ardennes,Ardennes,"Nicolas, Constant Golzart"
0,Gironde,Inconnu,Martial Constant
0,Nord,Nord,"Nicolas, François Delesaulx"
0,Nièvre,Nièvre,"Charles, André Dupin"
0,Inconnu,Inconnu,"Denis, Bénigne Dézé"
0,Haute-Garonne,Haute-Garonne,"Joseph, Paul Debosque"
0,Aisne,Inconnu,"Pierre, Joseph Demonceaux"
0,Corrèze,Corrèze,Noël Chassaignac
0,Rhône,Inconnu,Jean-François Cornu de La Poype
0,Haute-Vienne,Haute-Vienne,Jean-Baptiste Soulignac
0,Doubs,Doubs,Alexandre Besson
0,Savoie,,Anthelme Marin
0,Paris,Inconnu,"Maximilien, François, Marie, Isidore, Joseph de Robespierre"
0,Yvelines,Inconnu,"Henri, Joseph Blanquart de Bailleul"
0,Ardennes,Marne,"Jean-Baptiste, Celestin Poulain de Boutancourt"
0,Haut-Rhin,Haut-Rhin,"François, Louis, Esprit Dubois"
0,Charente-Inférieure,Paris,Philippe Augier de la Sauzaye
0,Haut-Rhin,Haut-Rhin,"François, Joseph Ritter"
0,Gard,Inconnu,"Jacques, Barthélemy Noaille"
0,Allier,Paris,"Georges, Antoine Chabot dit Chabot de l'Allier"
0,Charente-Inférieure,Charente-Maritime,"Paul, Augustin Lozeau"
0,Meurthe,Inconnu,"Claude, Joseph Mallarmé"
0,Inconnu,Inconnu,Jean-François Blain
0,Gers,Gers,Paul Gauran
0,Vienne,Vienne,"Pierre, François Piorry"
0,Aube,Aube,"Alexandre, Edme, Gabriel Bertrand"
0,Meurthe,Moselle,"François, Paul, Nicolas Anthoine"
0,Isère,Inconnu,Théodore Chabert
0,Ain,Inconnu,"Louis, Archambaud de Douglas"
0,Aube,Aube,"Joseph, Nicolas Pierret"
0,Nord,Paris,"Constant, Joseph, César, Eugène Gossuin"
0,Cher,Cher,"Pierre, Joseph Grangier"
0,Inconnu,Inconnu,"Adrien, Alexandre, Marie Hoverlant de Beauwelaère"
0,Manche,Calvados,"Hervé, François Lefollet"
0,Haute-Loire,Haute-Loire,"Jean, Guillaume Chabalier"
0,Gers,Gers,Bernard Descamps
0,Inconnu,Inconnu,Jean-Baptiste Briolat
0,Var,Var,"Honoré, Maximin Isnard"
0,Allier,Allier,Jacques Boisrot de la Cour
0,Seine,Paris,"Antoine, Charles, Nicolas Duchesne de Gillevoisin"
0,Moselle,Inconnu,Jacques Collard
0,Haute-Marne,Haute-Marne,"Clément, Louis, Charles Berthot"
0,Tarn,Tarn,"Marie, Joseph Dor de Lastours"
0,Nord,Nord,Jean-Jacques Fockedey
0,Inconnu,Inconnu,"Henri, Jacques, Marie Gouin-Moisant"
0,Drôme,Isère,"Jean-Baptiste, Magdelaine Fleury"
0,Gard,Gard,André Bassaget
0,Vosges,Moselle,Hubert Pyrot
0,Côtes,Paris,Pierre Lehardy
0,Creuse,Creuse,Jean-Baptiste Grellet de la Rouzière
0,Seine-Inférieure,Seine-Maritime,"Emmanuel, Louis, Jacques, André Castillon"
0,Nièvre,Paris,"Joseph, Charlemagne Dameron"
0,Hautes-Pyrénées,Inconnu,Jean-Pierre Barère
0,Haute-Marne,Inconnu,Louis Guyardin
0,Nord,Inconnu,"Louis, Nicolas, Pierre, Joseph Dubois"
0,Oise,Oise,Jacques Isoré
0,Somme,Guyane,"François, Louis Bourdon de l'Oise"
0,Gard,Paris,Jacques Vincens-Saint-Laurent
0,Inconnu,Inconnu,Pierre Ferreri
0,Seine-Inférieure,Inconnu,"Eugène, Balthazar, Crescent Bénard de Moussinières"
0,Cantal,Paris,Charles Ganilh
0,Paris,Inconnu,"Pierre, Vincent Benoist"
0,Tarn,Tarn,Bernard Esperou
0,Somme,Inconnu,"Jacques, Nicolas, Jean, Antoine Bouteiller"
0,Inconnu,Inconnu,Bernard Laujacq
0,Basses-Alpes,Yvelines,Hyacinthe Richaud
0,Isère,Isère,Jean-Pierre Duport-Lavillette
0,Gironde,Inconnu,Bernard Turgan
0,Vendée,Vendée,Vincent Chapelain
0,Nièvre,Nièvre,Jean-Baptiste Jourdan
0,Marne,Marne,"Pierre, Nicolas Garnot"
0,Inconnu,Inconnu,"André, Joseph Jourdan"
0,Marne,Marne,"Jean ,César Battelier ou Battellier"
0,Somme,Somme,"Honoré, François Dequen"
0,Allier,Inconnu,Antoine Thévenin
0,Haute-Garonne,Haute-Garonne,"Jean, Pierre, Casimir de Marcassus de Puymaurin"
0,Manche,Manche,Etienne Giroult
0,Haute-Marne,Inconnu,Edme Larcher
0,Nord,Nord,"Alexandre, Eustache Beaussier-Mathon"
0,Côtes,Côtes,"Toussaint, Marie Gautier-Lamotte"
0,Vendée,Inconnu,"Julien, Urbain, François, Marie, Louis, Riel Lefebvre de la Chauvière"
0,Inconnu,Inconnu,"Louis, Charles, Antoine Petet de Beaufranchet d'Ayat"
0,Isère,Isère,Jean-Baptiste Guillioud
0,Somme,Paris,"Pierre, Florent Louvet"
0,Inconnu,Inconnu,"Jean, Aloys, Joseph Bosschaert"
0,Inconnu,Inconnu,"Arnail, François de Jaucourt"
0,Seine,Paris,"Edme, Alexandre David-Delisle"
0,Var,Var,"Louis, Alexandre Gastin"
0,Deux-Sèvres,Paris,"Louis, Alexandre Jard-Panvillier"
0,Gironde,Gironde,"Pierre, Louis Ichon"
0,Tarn,Tarn,Jean Guibal
0,Ariège,Haute-Garonne,"César, Jean-Baptiste Falentin de Saintenac"
0,Hérault,Hérault,"François, Denis, Toussaint Rouch"
0,Haute-Savoie,Inconnu,François Plagnat
0,Inconnu,Inconnu,Etienne Huet-Laval
0,Seine,Inconnu,"Pierre, François, Charles Augereau"
0,Var,Var,"Jean-Baptiste, Pierre Senès"
0,Calvados,Seine-Maritime,"Jacques, Armand Delamare"
0,Hautes-Pyrénées,Inconnu,"Alexandre, Paul Guérin de Chateauneuf-Randon du Tournel"
0,Aisne,Paris,"Maurice, André Gaillard"
0,Deux-Sèvres,Aube,"Louis, Antoine, Joseph Robin"
0,Haute-Garonne,Inconnu,Jean-Marie Calès
0,Vosges,Nord,Christophe Dieudonné
0,Oise,Oise,"Hue, Jacques, Edouard Dauchy"
0,Inconnu,Inconnu,Charles de Brouckère
0,Seine,Inconnu,"Charles, Malo, François de Lameth"
0,Côtes,Lieu,François Abgrall
0,Haute-Vienne,Haute-Vienne,"Jean, Baptiste, François Pétiniaud"
0,Doubs,Haute-Saône,Jean-Baptiste Quirot
0,Inconnu,Inconnu,"Egide, Marie Sansoni"
0,Inconnu,Inconnu,"Lamoraal, Joachim, Johan Van Burmania Rengers"
0,Seine,Paris,Nicolas Rolland
0,Côtes,Côtes,"Pierre, Marie, Augustin Guyomar"
0,Inconnu,Inconnu,"Laurent, François Dethier"
0,Inconnu,Inconnu,"Charles, Bruno Francoville"
0,Haut-Rhin,Bas-Rhin,"Francisque, Joseph Rudler"
0,Marne,Marne,Jean-Louis Deville
0,Haute-Loire,Paris,"Marie, Joseph, Paul, Yves, Roch, Gilbert du Motier de Lafayette"
0,Inconnu,Inconnu,Claude Bernard des Sablons
0,Inconnu,Inconnu,Jacques Lefort
0,Savoie,Haute-Savoie,"Joseph, Marie, Rose Armand"
0,Haute-Loire,Paris,"Julien, Léonard Vauzelles"
0,Haute-Corse,Inconnu,"Antoine, Christophe Saliceti"
0,Inconnu,Inconnu,"Guillaume, Henri Dern"
0,Inconnu,Inconnu,"Jean-Baptiste, Annibal Aubert du Bayet"
0,Inconnu,Inconnu,"Antoine, Joseph, Marie Despinassy de Fontanelle"
0,Corrèze,Corrèze,Aubin Bigorie Du Chambon
0,Inconnu,Inconnu,"Etienne, François Clary"
0,Nièvre,Nièvre,"Pierre, Justin, Marie Couroux-Desprez"
0,Cantal,Cantal,"Antoine, Dominique Chabanon"
0,Gers,Lieu,André Dufort
0,Côtes,Finistère,Jean Jullou
0,Seine,Paris,"Jacques, Denis Cochin"
0,Seine-Inférieure,Inconnu,"Antoine, François, Erhard, Marie, Catherine Desmousseaux de Givré"
0,Hautes-Pyrénées,Paris,Jean Lacrampe
0,Indre,Cher,"Claude, Philippe Tailhandier"
0,Corrèze,Inconnu,Léonard Bardon
0,Inconnu,Inconnu,"Pierre, Paul Giera"
0,,Lieu,"Henri, David Stuve"
0,Inconnu,Inconnu,"Jean, François Jenisch"
0,Isère,Rhône,"Antoine, Laurent Nugue"
0,Inconnu,Inconnu,"Roland, Gaspard Lemerer"
0,Corrèze,Corrèze,Joseph Gautier
0,Hautes-Pyrénées,Hautes-Pyrénées,Jean-Pierre Dauphole
0,Corrèze,Inconnu,"Pierre, Jean, Georges Cabanis"
0,Pyrénées-Orientales,Pyrénées-Orientales,"Nicolas, Dionis, Jacques Jacomet"
0,Loire-Inférieure,Loire-Atlantique,"Julien, François Douillard"
0,Calvados,Inconnu,"Charles, Auguste, Esprit, Rose Blutel"
0,Rhône,Inconnu,"Jean-Pierre, Antoine Chirat"
0,Eure,Seine-Maritime,"Jacques, Pierre, Aimable Chrestien de Fumechon"
0,Aveyron,Aveyron,"Jacques, Jean Constant-Saint-Estève"
0,Alpes-Maritimes,Paris,"Jean, Dominique Blanqui"
0,Hérault,Paris,"Pierre, Auguste Lajard"
0,Calvados,Calvados,"Pierre, Jean Lévêque"
