,Département de naissance,Département de mort,Nom
0,Allier,Allier,"Octave, Yvon Amiot"
0,Etablissements,Paris,"Marcel ,Pouvanaa Oopa"
0,Seine,Paris,Pierre Monfrais
0,Manche,Inconnu,Robert Pesquet
0,Isère,Inconnu,Raymond Bouillol
0,Hérault,Inconnu,"Yvon, François Grasset"
0,Inconnu,Inconnu,Ali Guettaf
0,Dordogne,Haute-Vienne,Fernand Dupuy
0,Haute-Garonne,Inconnu,Jean Lassère
0,Seine,Inconnu,Bernard Destremau
0,Inconnu,Inconnu,"Joseph, Issoufou Conombo"
0,Seine,Inconnu,Marie François-Bénard
0,Eure,Paris,André Rives-Henrys
0,Inconnu,Inconnu,Mohamed Lamine-Debaghine
0,Aisne,Inconnu,Mohamed-Tahar Zeghouf
0,Inconnu,Inconnu,"Jacques, Jean-Marie Arrès-Lapoque"
0,Vaucluse,Inconnu,Rémy Montagne
0,Côtes,Inconnu,Henri Jouault
0,Inconnu,Inconnu,Mohamed Dahalani
0,Paris,Inconnu,André-Marie Mbida
0,Seine,Lieu,Michel Junot
0,Hautes-Pyrénées,Ariège,"André, Justin Saint-Paul"
0,Seine,Paris,Edouard Schloesing
0,Cantal,Paris,"Denise, Eva, Marie Bastide"
0,Aveyron,Tarn,André Raust
0,Marne,Isère,Jean Vanier
0,Finistère,Morbihan,Paul Chapel
0,Mayenne,Inconnu,Albert Davoust
0,Meurthe,Inconnu,Jean Bertrand
0,Charente,Paris,François Mitterrand
0,Inconnu,Inconnu,Hassan Gouled
0,Savoie,Haute-Garonne,Alex Raymond
0,Nord,Rhône,André Pierrard
0,Allier,Cher,"Henri, René, Yves, Eusèbe Moulle"
0,Inconnu,Inconnu,N'Diaye Sidi El Moktar
0,Paris,Inconnu,André-François Mercier
0,Paris,Inconnu,Marc Lauriol
0,Finistère,Inconnu,"Alfred, Pierre, Marie Chupin"
0,Doubs,Alpes-Maritimes,Louis Garnier
0,Inconnu,Inconnu,"Hubert, Coutoucou Maga"
0,Vendée,Vendée,Marcel Bousseau
0,Vosges,Vosges,Marcel Hoffer
0,Finistère,Finistère,Joseph Halléguen
0,Isère,Inconnu,"Lucien, Joseph, François Rose"
0,Inconnu,Inconnu,Diori Hamani Diori
0,Cantal,Cantal,Firmin Bédoussac
0,Guyane,Guadeloupe,Justin Catayée
0,Inconnu,Inconnu,Jean Gallet
0,Côtes,Inconnu,"Henri, Jean, Lucien Bouret"
0,Inconnu,Inconnu,Jacques Piette
0,Aveyron,Haute-Garonne,Pierre Baudis
0,Inconnu,Inconnu,Diawadou Barry
0,Seine,Paris,"Diomède, Anne, Claude Catroux"
0,Jura,Jura,Louis Jaillon
0,Inconnu,Inconnu,Emmanuel Aubert
0,Haute-Savoie,Haute-Savoie,"Pierre, Joseph Mouchet"
0,Moselle,Moselle,Jean Delrez
0,Paris,Inconnu,Pierre Messmer
0,Haut-Rhin,Haut-Rhin,Alphonse Jenn
0,Meurthe,Inconnu,Marcel Bigeard
0,Hérault,Haute-Garonne,Henri Thamier
0,Loire,Isère,Michel Soulié
0,Aisne,Lieu,"Raymond, Marius Lefranc"
0,Deux-Sèvres,Paris,Raphaël Touret
0,Inconnu,Inconnu,Jean Hamelin
0,Inconnu,Inconnu,Gérard Jaquet
0,Nord,Inconnu,Albert Maton
0,Isère,Isère,Alban Fagot
0,Tarn,Aude,Pierre Puech-Samson
0,Aveyron,Aveyron,Robert Fabre
0,Aveyron,Aveyron,André Collière
0,Somme,Lieu,René Lamps
0,Inconnu,Inconnu,Marcel Béraud
0,Ain,Inconnu,Paul Barberot
0,Inconnu,Inconnu,"Raymonde Nédelec Née Barbé, Épouse Tillon"
0,Haute-Vienne,Haute-Vienne,Jean Tricart
0,Inconnu,Inconnu,Ali Mallem
0,Seine,Vaucluse,"Marcel, René Perrin"
0,Paris,Inconnu,"René, Fernand Arthaud"
0,Seine,Inconnu,André Boulloche
0,Inconnu,Inconnu,François Levacher
0,Corrèze,Paris,André Monteil
0,Hérault,Hérault,Gilbert Sénès
0,Pyrénées-Orientales,Pyrénées-Orientales,"André, Sébastien, Joseph Tourné"
0,Seine,Charente-Maritime,Jean Dides
0,Vaucluse,Lieu,Georges Santoni
0,Var,Var,Angelin German
0,Manche,Manche,Pierre Godefroy
0,Guyane,Yvelines,Edouard Gaumont
0,Savoie,Savoie,Jean-Louis Gasparini
0,Inconnu,Inconnu,Modibo Keita
0,Haute-Garonne,Haute-Garonne,Maurice Masquère
0,Lieu,Inconnu,René Le Bault de la Morinière
0,Seine,Inconnu,Robert Chambeiron
0,Inconnu,Inconnu,"Henri, Albert, Clair, Louis Arnaud"
0,Loiret,Dordogne,Raoul Rousseau
0,Haut-Rhin,Haut-Rhin,Emile Muller
0,Inconnu,Inconnu,René La Combe
0,Tarn,Hérault,Etienne Ponseillé
0,Inconnu,Inconnu,Joseph Planeix
0,Haute-Garonne,Inconnu,Pierre Larroque
0,Haute-Vienne,Aisne,Albert Catalifaud
0,Inconnu,Inconnu,Ali Bendjelida
0,Nord,Nord,Alban Voisin
0,Lieu,Inconnu,Abdelbaki Chibi
0,Inconnu,Inconnu,André Noël
0,Seine,Paris,"Jacques, Michel, Pierre Chaban-Delmas"
0,Paris,Inconnu,Georges Dayan
0,Seine,Côtes,"Léon, Félix, Benjamin Boutbien"
0,Vienne,Paris,Albert Fouet
0,Vosges,Vosges,Albert Voilquin
0,Lot,Paris,Georges Gorse
0,Allier,Allier,Pierre Bourgeois
0,Inconnu,Inconnu,"Kléber, Georges Loustau"
0,Paris,Inconnu,Rose Guérin
0,Ariège,Haute-Garonne,René Dejean
0,Côtes,Morbihan,Paulette Charbonnel-Duteil Née Vaillant
0,Yvelines,Inconnu,André Mignot
0,Loiret,Loiret,Pierre Charié
0,Haut-Rhin,Haut-Rhin,"Jean, Baptiste, Joseph Balestreri"
0,Pyrénées-Orientales,Pyrénées-Orientales,Jean-Louis Vigier
0,Isère,Isère,Noël Chapuis
0,Inconnu,Inconnu,Mohamed Bengana
0,Isère,Isère,Maurice Cattin-Bazin
0,Seine,Calvados,Pierre Noal
0,Pyrénées-Orientales,Haute-Garonne,"Jean, Joseph, Vincent Llante"
0,Loire,Rhône,Joseph Rivière
0,Cher,Inconnu,"Georges, Raoul Gosnat"
0,Nord,Inconnu,Lucien Pignion
0,Haute-Vienne,Haute-Vienne,Louis Longequeue
0,Loire-Inférieure,Loire-Atlantique,Gilles Gravoille
0,Paris,Inconnu,Paul Pernin
0,Gard,Gard,Emile Jourdan
0,Finistère,Finistère,Gabriel de Poulpiquet
0,Paris,Inconnu,Claude Leclercq
0,Seine,Paris,Jacques Rolland
0,Dordogne,Dordogne,Henri Sicard
0,Pyrénées-Orientales,Inconnu,Paul Alduy
0,Bas-Rhin,Bas-Rhin,"Michel, Georges Kauffmann"
0,Inconnu,Inconnu,Hafid Maloum
0,Paris,Inconnu,"Maurice, Jean, Marie Bourgès-Maunoury"
0,Marne,Paris,Raymond Marcellin
0,Inconnu,Inconnu,"Paul, Marie, Emile Bellec"
0,Seine,Inconnu,Michel Devèze
0,Inconnu,Inconnu,Daniel Matalon
0,Paris,Inconnu,"Pierre, Emile Guillain de Bénouville"
0,Côtes,Gironde,Yves Péron
0,Haute-Loire,Haute-Loire,"Jean, Robert Pébellier"
0,Isère,Alpes-Maritimes,François Perrin
0,Côtes,Côtes,Guillaume Le Caroff
0,Nord,Côtes,Bertrand Motte
0,Etablissements,Polynésie,John Teariki
0,Nord,Nord,"Arthur, Gustave, Louis Notebart"
0,Creuse,Alpes-Maritimes,Auguste Tourtaud
0,Nièvre,Nièvre,"Louis, Marcel Bernard"
0,Hérault,Hérault,Raoul Bayou
0,Ardennes,Inconnu,Robert Richoux
0,Guadeloupe,Guadeloupe,Mariani Maximin
0,Seine,Paris,Daniel Dreyfous-Ducas
0,Gard,Gard,Charles Privat
0,Côtes,Finistère,François Leizour
0,Haut-Rhin,Haut-Rhin,Antoine Gissinger
0,Meurthe,Inconnu,"Pierre, Marie de Boissoneaux de Chevigny"
0,Inconnu,Inconnu,Djillali Kaddari
0,Rhône,Inconnu,Joannès Charpin
0,Gironde,Gironde,Pierre Lagorce
0,Bas-Rhin,Paris,"Maurice, Benjamin Kriegel-Valrimont"
0,Nord,Inconnu,Benjamin Catry
0,Vosges,Vosges,"Jean, Marcel Baumann"
0,Vienne,Vienne,"Isabelle, Elizabeth dite Douteau Née Sureau"
0,Meurthe,Inconnu,André Schock
0,La,Alpes-Maritimes,Valère Clément
0,Guadeloupe,Guadeloupe,Hégésippe Ibéné
0,Lozère,Haute-Garonne,Jacques Douzans
0,Seine-Maritime,Inconnu,Raymond Rejaud
0,Charente,Charente-Maritime,"André, Pierre Chabanne"
0,Paris,Inconnu,Marie-Madeleine Dienesch
0,Vienne,Vienne,Robert Gourault
0,Tarn,Lieu,Pierre Dhers
0,Aveyron,Aveyron,Jean Solinhac
0,Vienne,Vienne,"Jean, Marcel Raffarin"
0,Finistère,Inconnu,Jean Le Lann
0,Moselle,Moselle,"Raymond, Joseph Mondon"
0,Cher,Inconnu,"Roger, Pierre, Gilbert Linet"
0,Nord,Nord,André Desmulliez
0,Gard,Gard,Robert Gourdon
0,Hérault,Inconnu,Abdelmadjid Benhacine
0,Hautes-Pyrénées,Inconnu,"Henri, Guy, Pierre, Emile Caillavet"
0,Loire-Atlantique,Inconnu,Benoît Macquet
0,Basses-Pyrénées,Pyrénées-Atlantiques,Jean Etcheverry-Ainchart
0,Inconnu,Inconnu,"Barema, Kissourou Bocoum"
0,Côtes,Morbihan,André Glon
0,Inconnu,Inconnu,Abbas Gueye
0,Haute-Savoie,Haute-Savoie,Henri Briffod
0,Seine,Paris,Jacques Raphaël-Leygues
0,Inconnu,Inconnu,"Madeleine, Henriette Boutard"
0,Guadeloupe,Guadeloupe,Paul Lacavé
0,Aude,Aude,Félix Roquefort
0,Ardèche,Ardèche,"Henri, Louis Chaze"
0,Aude,Paris,Georges Spénale
0,Somme,Lieu,Michel Couillet
0,Yonne,Paris,"Jean, Jules, Eugène, Marie Chamant"
0,Basses-Alpes,Inconnu,Pierre Girardot
0,Finistère,Marne,"Roger, Albert, Marie Crespin"
0,Orne,Calvados,Roland Boudet
0,Finistère,Finistère,"Alphonse, François Penven"
0,Haute-Saône,Haute-Saône,"Pierre, Joseph, Louis, Léon Vitter"
0,Seine,Calvados,Emile Luciani
0,Finistère,Inconnu,Marie Lambert
0,Moselle,Moselle,Emile Engel
0,Charente-Maritime,Inconnu,André Lacaze
0,Aveyron,Haute-Garonne,Maurice Andrieu
0,Guadeloupe,Lieu,Rosan Girard
0,Hautes-Pyrénées,Hautes-Pyrénées,Jean Toujas
0,Lot,Ariège,Gilbert Faure
0,Ariège,Inconnu,Louis Escande
0,Nord,Nord,Pierre Carous
0,Gironde,Inconnu,Raymond Julien
0,Haute-Vienne,Paris,Jean Chambon
0,Inconnu,Inconnu,"Martin, Andréas Aku"
0,Calvados,Calvados,"André, Louis, Victor Lenormand"
0,Paris,Inconnu,Jean Legaret
0,Finistère,Yonne,Pierre Hervé
0,Hérault,Hérault,François Delmas
0,Nord,Alpes-Maritimes,Emile Dubois
0,Sarthe,Indre,Jean Bénard-Mousseaux
0,Seine,Eure,"Roger, Armand Dusseaulx"
0,Inconnu,Inconnu,Roger Garaudy
0,Inconnu,Inconnu,Mohamed Chouadria
0,Calvados,Savoie,"Charles, Léon, Alphonse Margueritte"
0,Rhône,Inconnu,Frédéric Dugoujon
0,Loire,Loire,"Claude, Marie Mont"
0,Seine,Loire-Atlantique,"Pierre, Guy Coulon"
0,Martinique,Martinique,"Aimé, Fernand, David Césaire"
0,Paris,Inconnu,Jacques Rabemananjara
0,Savoie,Savoie,Auguste Mudry
0,Paris,Inconnu,Abderrahmane Bentounès
0,Inconnu,Inconnu,"André, Jules, Victor Mancey"
0,Finistère,Finistère,"Hervé, Marie Mao"
0,Inconnu,Inconnu,Roger Frey
0,Deux-Sèvres,Deux-Sèvres,Jacques Fouchier
0,Isère,Isère,"Aimé, Benjamin, François Paquet"
0,Creuse,Indre,Marcel Peyrat
0,Inconnu,Inconnu,Roger Lagrange
0,Loire,Loire,Bernard Muller
0,Haut-Rhin,Haut-Rhin,"Georges, André Bourgeois"
0,Nord,Nord,Henri Blary
0,Paris,Inconnu,"Joseph, Sourou, Migan, Marcellin Apithy"
0,Paris,Inconnu,Nicolas Grunitzky
0,Inconnu,Inconnu,Alexandre Sanguinetti
0,Seine,Yvelines,Antoine Chalvet de Récy
0,Guyane,Lieu,"Hector, Joseph Rivierez"
0,Creuse,Creuse,Pierre Ferrand
0,Gironde,Gironde,René Cassagne
0,Haut-Rhin,Haut-Rhin,Charles Kroepflé
0,Inconnu,Inconnu,Pierre Laffont
0,Mayenne,Loire-Atlantique,Pierre Elain
0,Meuse,Paris,Nicole de Hauteclocque
0,Inconnu,Inconnu,Ouali Azem
0,Nord,Aisne,Jean Risbourg
0,Bas-Rhin,Bas-Rhin,Charles Arbogast
0,Paris,Inconnu,"René, Paul Camphin"
0,Meurthe,Paris,Marc Jacquet
0,Vaucluse,Drôme,Maurice Pic
0,Inconnu,Inconnu,Benalia Benelkadi
0,Var,Var,"Pierre, Auguste, Eugène Gaudin"
0,Deux-Sèvres,Deux-Sèvres,"Roger, Louis, Jean Chatelain"
0,Sarthe,Sarthe,Robert Manceau
0,Basses-Pyrénées,Loire-Atlantique,Albert Dassié
0,Morbihan,Morbihan,Denis Le Berre
0,Alpes-Maritimes,Inconnu,"Roger, Guillaume Catroux"
0,Inconnu,Inconnu,"Maurice, Joseph, Henri Lenormand"
0,Vienne,Vienne,Paul Guillon
0,Seine,Creuse,René Thuillier
0,Haute-Marne,Haute-Marne,"Marius, Alexandre Cartier"
0,Côtes,Côtes,Alexandre Thomas
0,Hérault,Pyrénées-Orientales,Joseph Lanet
0,Paris,Inconnu,"Jean, Barthélemy, Marius Palméro"
0,Yonne,Paris,"Gérard, Henri, Gaston Vée"
0,Gers,Yvelines,Jean-Paul David
0,La,La,Henry Sers
0,Haute-Saône,Inconnu,Claude Panier
0,Paris,Inconnu,Mohammed Djouini
0,Inconnu,Inconnu,Bernard Le Douarec
0,Haut-Rhin,Haut-Rhin,Henri Ulrich
0,Haut-Rhin,Haut-Rhin,Justin Hausherr
0,Inconnu,Inconnu,"Gilbert, Charles Cartier"
0,Haute-Marne,Haute-Marne,Raoul Laurent
0,Loire,Rhône,Paul Rivière
0,Inconnu,Inconnu,Jean-Hilaire Aubame
0,Alpes-Maritimes,Inconnu,William Widenlocher
0,Gers,Loire-Atlantique,Jean Capdeville
0,Seine,Paris,"Michel, Alfred Maurice-Bokanowski"
0,Inconnu,Inconnu,Claude Gerbet
0,Seine,Paris,Marie-Claude Vaillant-Couturier Née Vogel
0,Loire-Inférieure,Inconnu,"Robert, Victor, Marcel, François Ballanger"
0,Var,Var,"Jean, Louis Vitel"
0,Marne,Inconnu,François Japiot
0,Mayenne,Mayenne,"Louis, Henri Fourmont"
0,Inconnu,Inconnu,Roger Roth
0,Moselle,Moselle,Anne-Marie Schell
0,Isère,Isère,Jean Bernard
0,Inconnu,Inconnu,"Louis, Jacques, François, Michel Michaud"
0,Ardèche,Isère,Roger Coste
0,Gironde,Gironde,Raymond dit Gérard Duprat
0,Sarthe,Paris,Edouard Thibault
0,Lot,Lot,Guy Murat
0,Lozère,Lozère,"Félix, Baptiste, Calixte Viallet"
0,Nièvre,Charente-Maritime,Robert Hostier
0,Nord,Côtes,Isabelle Claeys
0,Orne,Calvados,Raymond Guesdon
0,Meurthe,Alpes-Maritimes,Louis Dupont
0,Nord,Nord,Marceau Gauthier
0,Jura,Lieu,"Jean, Maurice, Georges Courtois"
0,Seine,Allier,Jacques Lacarin
0,Haute-Corse,Lieu,Jean-Paul Luisi
0,Bas-Rhin,Bas-Rhin,Albert Ehm
0,Seine,Inconnu,Raymond Valenet
0,Paris,Inconnu,Henri Grouès Dit l'Abbé Pierre
0,Allier,Allier,Marcel Pouyet
0,Inconnu,Inconnu,Georges Archidice
0,Corrèze,Haute-Vienne,"Jean, François, Etienne Montalat"
0,Vaucluse,Inconnu,"Louis, Auguste Philibert"
0,Inconnu,Inconnu,Renée Prévert
0,Inconnu,Inconnu,"Paul, Antoine, Joseph Cermolacce"
0,Inconnu,Inconnu,Nazi Boni
0,Nord,Nord,Adrien Verkindere
0,Meuse,Paris,"René, Amédée, Emile Penoy"
0,Paris,Inconnu,Hamza Al-Sid-Boubakeur
0,Aisne,Aisne,"Henri, Auguste, Théophile Hulin"
0,Creuse,Paris,Guy Beck
0,Haute-Garonne,Haute-Garonne,Marcelle Rumeau
0,Haut-Rhin,Haut-Rhin,"Raymond, Gaston, Jules Zimmermann"
0,Vienne,Vienne,Pierre Vertadier
0,Meuse,Inconnu,"Napoléon, Eugène Cochart"
0,Etablissements,Lieu,Francis Sanford
0,Inconnu,Inconnu,Claude Delorme
0,Moselle,Moselle,"Léon, Adrien Arnould"
0,Nord,Nord,Jean Delvainquière
0,Inconnu,Inconnu,Mohamed Mokhtari
0,Gard,Gard,Roger Roucaute
0,Haute-Garonne,Haute-Garonne,"Achille, Joseph Auban"
0,Seine,Paris,Philippe Rivain
0,Martinique,Paris,Camille Petit
0,Inconnu,Inconnu,Henri Guidet
0,Guyane,Inconnu,Léon Damas
0,Aisne,Nord,Didier Eloy
0,Inconnu,Inconnu,Mohamed Khider
0,Seine,Inconnu,Antonin Paulin
0,Haute-Savoie,Haute-Savoie,Georges Pianta
0,Lieu,Inconnu,Babana Horma
0,Meurthe,Inconnu,Robert Drapier
0,Meurthe,Inconnu,Hubert Martin
0,Yvelines,Inconnu,Maurice Genest
0,Inconnu,Inconnu,André Parmentier
0,Dordogne,Lieu,"Lucien, Jean Dutard"
0,Calvados,Calvados,Charles Malouin
0,Côtes,Côtes,Yves Le Foll
0,Isère,Isère,Jean Terpend-Ordassière
0,Hérault,Inconnu,"Jacques, Emile, Yves Soustelle"
0,Inconnu,Inconnu,Marcel Paternot
0,Var,Var,"Edmond, Emile, Pierre Magendie"
0,Vienne,Vienne,René Métayer
0,Loire,Paris,David Rousset
0,Seine,Inconnu,Michel Debré
0,Inconnu,Inconnu,Mohamed Cherif Benkeddache
0,Paris,Inconnu,Jacques Féron
0,Alpes-Maritimes,Rhône,Léopold Morel
0,Paris,Inconnu,"Bertrand, André Chautard"
0,Seine,Lozère,Henri Trémolet de Villers
0,Inconnu,Inconnu,Philibert Tsiranana
0,Paris,Inconnu,Brahim Sahnouni
0,Isère,Isère,Elise Grappe
0,Allier,Inconnu,Hector Rolland
0,Vaucluse,Var,Louis Puy
0,Seine,Inconnu,Alfred Malleret-Joinville
0,Moselle,Moselle,Paul Mirguet
0,Martinique,Alpes-Maritimes,Victor Sablé
0,Vendée,Inconnu,Georges Prisset
0,Nord,Loire-Atlantique,Nestor Rombeaut
0,Nord,Inconnu,Alfred Peugnet
0,Ain,Ain,"Jules, Alfred Blanchet"
0,Allier,Inconnu,Henri Védrines
0,Inconnu,Inconnu,Christian Fouchet
0,Tarn,Pyrénées-Atlantiques,Joseph Garat
0,Aveyron,Aveyron,"Louis, Alexis Delmas"
0,Gironde,Inconnu,Jacques Chevallier
0,Cher,Tarn,"Charles, Louis, Marie, Pierre de Bancalis de Maurel d'Aragon"
0,Inconnu,Inconnu,Francis Ripert
0,Vienne,Indre,"André, Louis Blondeau"
0,Côtes,Yvelines,"Marcelle, Marguerite, Sylvie Hertzog-Cachin"
0,Paris,Inconnu,Jean-Paul de Rocca-Serra
0,Rhône,Inconnu,Jean Laborbe
0,Seine,Alpes-Maritimes,Charles Ehrmann
0,Haute-Garonne,Haute-Garonne,Fernand Couzinet
0,Loire,Loire,Jean-Louis Chazelle
0,Drôme,Ardèche,Pierre Cornet
0,Lot,Paris,Robert Trémollières
0,Inconnu,Inconnu,Pierre Weber
0,Nord,Inconnu,Auguste Lecoeur
0,Haute-Vienne,Haute-Vienne,André Foussat
0,Indre,Indre,Jean Toury
0,Haut-Rhin,Haut-Rhin,Edmond Borocco
0,Eure,Alpes-Maritimes,Jean Binot
0,Rhône,Inconnu,Jean Peissel
0,Yonne,Var,Pierre Pouyade
0,Gers,Hautes-Pyrénées,André Guerlin
0,Vosges,Isère,"Louis, Jules Bonnet"
0,Meurthe,Inconnu,Gilbert Schwartz
0,Cantal,Paris,Georges Pompidou
0,Seine,Paris,Jacques Isorni
0,Paris,Inconnu,"Angèle, Marie Chevrin Née Giacomoni"
0,Oise,Essonne,"Jeannil, Fernand, Edouard Dumortier"
0,Yvelines,Inconnu,"Pierre, Joseph Estradère"
0,Ain,Lieu,"Auguste, Joseph Hugonnier"
0,Vendée,Inconnu,Edmond Thorailler
0,Inconnu,Inconnu,Achille Peretti
0,Seine,Nièvre,"Roger, Maurice Gillot"
0,Yonne,Lieu,"Emilienne, Berthe Galicier"
0,Meuse,Hérault,André Savard
0,Hérault,Hérault,"René, Alfred Pagès"
0,La,Inconnu,André Sanglier
0,Cher,Inconnu,Laurent Bilbeau
0,Charente-Maritime,Inconnu,Raymond Grandsart
0,Ain,Ain,"Marcel, Louis, Julien Anthonioz"
0,Arabie,Inconnu,Adeham Saïd-Ibrahim
0,Paris,Inconnu,Kaddour Sator
0,Seine,Paris,Maurice Schumann
0,Hérault,Hérault,Alfred Coste-Floret
0,Hérault,Hérault,Paul Coste-Floret
0,Hautes-Alpes,Rhône,Jean Baridon
0,Seine,Inconnu,Lionel de Tinguy du Pouët
0,Inconnu,Inconnu,Ambroise Brugière
0,Marne,Paris,"Roger, Maurice, Gaston Kaouza"
0,Var,Var,Toussaint Merle
0,Loire,Ain,Emile Dubuis
0,Seine,Paris,"Paul, Jean, Gaston Coirre"
0,Pyrénées-Atlantiques,Inconnu,Paul Thillard
0,Doubs,Alpes-Maritimes,Charles Viatte
0,Seine,Loire-Atlantique,"Roger, André Bouret"
0,Rhône,Inconnu,Guy Jarrosson
0,Nord,Nord,"Jean, Emile Courtecuisse"
0,Haut-Rhin,Yvelines,Robert Wagner
0,Sarthe,Inconnu,André Gaubert
0,Nord,Nord,Eugène Doyen
0,Inconnu,Inconnu,"Rémy, François Boutavant"
0,Isère,Isère,André Gauthier
0,Seine,Paris,"André, Didier, François Albert"
0,Aude,Gard,Gilberte Roca Née Cau
0,Cher,Cher,René Mariat
0,Haute-Marne,Haute-Marne,Raymond Hanin
0,Loire-Inférieure,Eure,Paul Greffier
0,Inconnu,Inconnu,Abderrahman Farès
0,Hérault,Hérault,"Joseph, François, Adrien, Théophile Aussel"
0,Inconnu,Inconnu,Jean Garnier
0,Lot,Tarn,"Abel, Gaston Bessac"
0,Savoie,Savoie,Georges Peizerat
0,Allier,Allier,Jean-Pierre Parrot
0,Inconnu,Inconnu,Ali Ben Lakhdar Brahimi
0,Côtes,Côtes,Victor Rault
0,Vosges,Inconnu,Paul Robert
0,Inconnu,Inconnu,"Jean, Clément Masse"
0,Paris,Inconnu,Khelil Benhalla
0,Inconnu,Inconnu,Cheikh Benssedick
0,Vosges,Haut-Rhin,"Joseph, Marie, Gabriel Perrin"
0,Seine,Morbihan,Yves du Halgouët
0,Aude,Hérault,Paul Balmigère
0,Nord,Inconnu,Pierre Herman
0,Allier,Inconnu,Slimane Belabed
0,Loire,Loire,Marius Patinaud
0,Côtes,Morbihan,Jean Pascal
0,Ariège,Lozère,"Robert, Jean Verdier"
0,Nord,Var,Jeannette Vermeersch-Thorez
0,Nord,Paris,Robert Prigent
0,Hérault,Inconnu,Adrien Salvetat
0,Inconnu,Inconnu,Henri Guissou
0,Seine,Paris,Jean-Marcel Jeanneney
0,Inconnu,Inconnu,Ahmed Francis
0,La,La,Marcel Vauthier
0,Haute-Saône,Paris,"Henri, Albert, André Duvillard"
0,Inconnu,Inconnu,Georges Rastel
0,Lieu,Inconnu,Hubert Balança
0,Seine,Paris,Pierre Picard
0,Ain,Ain,"Pierre, Hector Dominjon"
0,Lieu,Inconnu,Messaoud Hawes Boukadoum
0,Haute-Vienne,Var,Robert Garraud
0,Haute-Saône,Haute-Saône,Alfred Clerget
0,Inconnu,Inconnu,Louis Le Sénéchal
0,Moselle,Moselle,Jean-Eric Bousch
0,Nièvre,Nièvre,Jehan Faulquier
0,Aveyron,Aveyron,"Robert, Marie Laurens"
0,Côtes,Côtes,Auguste Le Coënt
0,Seine,Paris,Pierre Comte-Offenbach
0,Hérault,Inconnu,Gaston Defferre
0,Gironde,Inconnu,Emile Durand
0,Inconnu,Inconnu,"Arsène, Louis Boulay"
0,Charente-Inférieure,Hérault,Simone Rollin Née Norbert
0,Inconnu,Inconnu,Maurice Papon
0,Nord,Nord,Robert Valbrun
0,Mayenne,Mayenne,"René, Henri, Raymond, Joseph Monnier"
0,Haut-Rhin,Haut-Rhin,Joseph Wasmer
0,Hautes-Pyrénées,Hautes-Pyrénées,"René, Sylvain, Edouard Billères"
0,Marne,Marne,Pierre Caurier
0,Paris,Inconnu,Louis-Paul Aujoulat
0,Seine-Inférieure,Seine-Maritime,Joseph Hertel
0,Haute-Savoie,Inconnu,"Charles, Henri, Albert Bosson"
0,Nord,Inconnu,Roger Devemy
0,Nièvre,Nièvre,Louis Dubois
0,Corrèze,Corrèze,Jean Goudoux
0,Inconnu,Inconnu,Jean-Louis Tinaud
0,Inconnu,Inconnu,Mamadou Dia
0,Seine-Inférieure,Seine-Maritime,Robert Grèverie
0,Ardennes,Ardennes,André Lebon
0,Inconnu,Inconnu,Roger Ribadeau Dumas
0,Aude,Aude,Albert Gau
0,Ariège,Haute-Garonne,Jean Durroux
0,Marne,Marne,Jean Degraeve
0,Gironde,Gironde,Jacques Chabrat
0,Seine-Inférieure,Seine-Maritime,Roger Léger
0,Morbihan,Morbihan,"Louis, Eugène, Armand Guiguen"
0,Basses-Pyrénées,Haute-Garonne,François Gabas
0,Moselle,Moselle,Maurice Schnebelen
0,Inconnu,Inconnu,Jean Lolive
0,Orne,Lieu,Louis Van Haecke
0,Finistère,Paris,Yves Fagon
0,Ain,Inconnu,"Marius, Antoine Bretin"
0,Aude,Aude,Antoine Gayraud
0,Inconnu,Inconnu,Jean Mazel
0,Inconnu,Inconnu,Ali Saadi
0,Côtes,Inconnu,Augustin Beauverger
0,Basses-Alpes,Vaucluse,Pierre Augier
0,Allier,Inconnu,"Francis, Marcel Caillet"
0,Paris,Inconnu,"Gilbert, Joseph Zaksas"
0,Seine,Hérault,Pierre Arraut
0,Allier,Paris,Gilles Gozard
0,Savoie,Savoie,Léon Delemontex
0,Paris,Inconnu,Nafissa Sid Cara
0,Paris,Inconnu,"Armand, Quentin, Alphonse, Marie, Joseph de Baudry d'Asson"
0,Aube,Yonne,René Walter
0,Inconnu,Inconnu,Julie Darras
0,Somme,Paris,"Jean, Marie, Michel Cayeux"
0,Inconnu,Inconnu,Barthélémy Boganda
0,Indre,Paris,Roger Pinoteau
0,Seine,Paris,Bertrand Flornoy
0,Vosges,Vosges,André Garnier
0,Paris,Inconnu,Philippe Marçais
0,Inconnu,Inconnu,Amar Ouzegane
0,Seine,Nièvre,"Yves, Henri, Jean Helleu"
0,Oise,Paris,Maurice Chevance-Bertin
0,Ardennes,Ardennes,Camille Titeux
0,Seine,Paris,Bernard Lepeu
0,Morbihan,Charente-Maritime,"Albert, Charles, Louis Bignon"
0,Seine,Paris,"Robert, Albert, Gaston Buron"
0,Tarn,Inconnu,Ahcène Ioualalen
0,Seine,Inconnu,Marcel Mérigonde
0,Haute-Loire,Ardèche,Albert Liogier
0,Seine,Inconnu,Robert Wetzel
0,Somme,Inconnu,Michel Hoguet
0,Nord,Nord,"Jules, Georges Duquesne"
0,Inconnu,Inconnu,Isidore Renouard
0,Finistère,Finistère,"André, Gabriel, Marie Colin"
0,Marne,Marne,"Robert, Jules, Ernest Morillon"
